{'CALIB_RAW_DAC_START_I': 229376, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 2, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
CB9AD,CBA2C,CBB8A
DD080,DD135,DD186
C58AE,C596A,C58EC
DD1AE,DD34E,DD2F3
C58B5,C5761,C5945
DD2FF,DD1E0,DD156
C5788,C583D,C58FE
DD314,DD2AE,DD2DC
C59A4,C59C3,C5839
DD2B9,DD4A0,DD4E9
C58A1,C5856,C59F0
DD200,DD2E8,DD2BD
C57BC,C57EB,C576E
DD3FE,DD33D,DD35D
C58F5,C56E5,C5838
DD39A,DD327,DD3B9
C599D,C580E,C595C
DD369,DD42E,DD36F
C5A3B,C5829,C59D7
DD533,DD33A,DD419
C59E0,C5870,C5792
DD29F,DD30A,DD38C
C5A6A,C5984,C5A2B
DD6AD,DD3C4,DD584
C5AF8,C5A2D,C59FE
DD2A9,DD453,DD2E8
C581E,C58DB,C5BE8
DD19C,DD4FC,DD3C7
C5C2B,C5AA2,C5AA1
DD449,DD5AB,DD3CF
C5AA0,C5AFC,C5B3F
DD3F4,DD31F,DD3C8
C5AF8,C5883,C5B1F
DD37D,DD357,DD3D1
C582E,C5884,C59AF
DD44B,DD2B0,DD3F4
C5C35,C59DC,C5A6A
DD591,DD253,DD36E
C5BB3,C59B9,C5B2C
DD41A,DD515,DD60E
C577F,C589C,C5854
DD26F,DD3AD,DD499
C58ED,C583C,C5A2F
DD3FE,DD418,DD64A
C581D,C59EA,C5A9F
DD3A6,DD32F,DD5BF
C5A9C,C59DE,C59AD
DD71F,DD37C,DD4CE
C58C4,C58C2,C5988
DD490,DD2DB,DD24E
C58FD,C58E4,C5883
DD23D,DD249,DD4B0
C58E4,C5B98,C5A60
DD510,DD2F2,DD362
C5B03,C58D0,C59F3
DD55A,DD376,DD4A7
C5A04,C5956,C5946
DD311,DD445,DD51E
C5656,C5B1E,C5B34
DD376,DD4C5,DD522
C5993,C593D,C58BA
DD3AE,DD4D7,DD51E
C5AA1,C5A8D,C5891
DD348,DD218,DD272
C5A53,C58F0,C59E4
DD2CA,DD38A,DD536
C5B28,C5B56,C5A1D
DD4DE,DD53E,DD558
C59F5,C59A4,C5BBD
DD4F7,DD508,DD4B9
C5C09,C5B96,C5A6C
DD69C,DD4B5,DD529
C5A42,C5BA1,C5A98
DD61C,DD45A,DD64F
C59ED,C5952,C5C5C
DD614,DD518,DD5CD
C59A0,C5B1B,C5B88
DD430,DD565,DD492
C5C69,C5C19,C5B7A
DD69D,DD67C,DD697
C5BC1,C5C09,C59F7
DD507,DD6B6,DD5E3
C5B25,C5B56,C5B99
DD526,DD5EF,DD6B0
C5C69,C5C72,C5F71
DD703,DD649,DD58C
C5BF4,C5C1A,C5BC5
DD605,DD65C,DD6A7
C5B8A,C5B8E,C5BBF
DD805,DD518,DD38C
C5D07,C5B4C,C5B30
DD544,DD516,DD64F
C5B6E,C598E,C5AD9
DD603,DD605,DD534
C5D3E,C5BB6,C5A27
DD57F,DD719,DD5AB
C5A00,C5BB0,C5BE6
DD567,DD54E,DD5F5
C5B8C,C5B2A,C5BFC
DD725,DD693,DD64B
C5D59,C5BFD,C5C29
DD5C5,DD5A4,DD5FA
C5CC4,C5AEB,C5C21
DD5B0,DD736,DD70F
C5DE8,C5DB7,C5C0B
DD63A,DD6A5,DD629
C5E10,C5DF7,C5A25
DD67C,DD79D,DD9B8
C5F24,C5CA4,C5D44
DD626,DD59E,DD6A3
C5DBC,C5BAD,C5C4F
DD564,DD779,DD874
C5DBE,C5A89,C5CC8
DD86C,DD7BE,DD7AB
C5CA8,C5C0B,C5BF9
DD725,DD642,DD5AA
C5BED,C5A2D,C5A06
DD69B,DD786,DD5D3
C5CBF,C5DAB,C5F0D
DD95D,DD6EA,DD96F
C5E14,C5E0E,C5EEA
DD671,DD861,DD92C
C605E,C5D88,C5C7A
DD9FC,DD844,DD957
C5FFF,C5E7F,C5F58
DD9F6,DD9FE,DD8CD
C5DDE,C606C,C5CCD
DCE9B,DCB5C,DCC8F
C63F7,C62EB,C61C1
DDCD6,DDDCD,DDD7E
C647F,C63F6,C61D7
DDCC8,DDD8C,DDEDE
C653C,C6428,C6458
DDD4E,DDD69,DE052
C637A,C6623,C6583
DDF4F,DDFD1,DDDA7
C6527,C63D0,C635A
DDE15,DDF2D,DDED6
C644D,C6212,C6393
DDDC4,DDE13,DDEE9
C6375,C64EF,C6471
DDD72,DDB90,DDD1E
C62A3,C6170,C62DE
DDC04,DDBC9,DDAE2
C639E,C6231,C6207
DDB7B,DDD6E,DDD91
C6426,C610A,C63C6
DDDC7,DDD4B,DDD34
C6310,C630A,C6257
DDB5A,DDC45,DDC72
C6390,C6306,C62ED
DDE54,DDB02,DDF59
C6345,C62CE,C6312
DDBC8,DDE58,DDE10
C6386,C6196,C6265
DE00B,DDCE0,DDEA9
C6332,C6456,C6394
DDF8B,DDE65,DDF58
C636C,C64B5,C649B
DDD36,DDDB0,DDD75
C64E7,C62AE,C63CF
DDE15,DDF7E,DDF76
C64A1,C645F,C650E
DDE3C,DDDE6,DDEF3
C6540,C6368,C63DD
DDE0C,DDE08,DDEEE
C63B5,C646D,C6303
DDF8D,DDF7D,DDF04
C6495,C670C,C658E
DDE01,DE04C,DE0C9
C646A,C6510,C6513
DE071,DDF49,DDF17
C64BC,C6620,C6409
DE0C9,DDE87,DE020
C6742,C65B8,C65A0
DE0BF,DDF8D,DE18E
C6443,C64C5,C6685
DE087,DE00D,DE071
C64F6,C65B1,C6461
DDFF7,DDE8B,DE136
C6512,C64B7,C6717
DDF43,DDF8C,DDE6C
C6734,C6467,C65FF
DDF98,DDF7C,DE085
C6462,C6554,C6766
DE083,DE08F,DE165
C65FD,C6532,C6561
DE05A,DE11A,DE113
C662B,C633F,C6384
DE135,DDFD4,DDEDE
C654C,C6380,C65AF
DE0EE,DE030,DE197
C66EB,C6638,C64BE
DDF9E,DE0B3,DDFEE
C66C4,C653F,C667E
DE053,DDF5D,DE050
C6381,C674C,C6644
DE027,DDEC7,DE1D9
C6444,C6528,C64F1
DE246,DE2C8,DE096
C64AB,C65E1,C678C
DDF35,DE2A8,DE0A3
C65CE,C6806,C65F8
DE1EF,DE10E,DE05B
C6632,C66EA,C65E4
DE208,DE049,DDFEB
C618C,C634E,C6415
DDF95,DE0D0,DE153
C6552,C653C,C66F7
DE266,DE0E1,DE1A9
C6761,C6520,C66EF
DDFE3,DDE15,DE120
C674D,C6610,C65AE
DDEE0,DE1E5,DDF27
C65DD,C689A,C65A5
DDE46,DE0D1,DDEA4
C66E0,C6503,C65E6
DE022,DDE29,DE013
C6540,C6508,C64CC
DE032,DE061,DDE61
C64F0,C6405,C663E
DE003,DE0D2,DDEF9
C66CD,C6583,C6638
DE028,DE067,DE1D4
C64DE,C665D,C6766
DE001,DDF60,DE0FF
C6748,C65E1,C66B7
DE059,DDF1C,DDFB3
C6654,C6421,C65BC
DE068,DE102,DE094
C667B,C65F7,C66D3
DE222,DE0EB,DE0CF
C66A1,C6706,C685C
DDFF1,DE0C6,DE114
C6610,C678F,C66E4
DE079,DDFF7,DDF60
C6748,C68C6,C67EA
DE208,DE0BB,DE2ED
C6776,C661D,C6706
DE2A4,DE1D5,DE21E
C6624,C66B4,C66AC
DE133,DE1FA,DE0ED
C667B,C678A,C6808
DE13D,DE165,DE0B0
C6794,C67A4,C6700
DE119,DE149,DE158
C670A,C6766,C6684
DDED5,DE087,DDF53
C674C,C66E1,C6707
DE293,DE02F,DDFA7
C657B,C6690,C64E7
DE108,DE1BE,DE34F
C6746,C67C6,C6609
DE056,DE25A,DE1D1
C65D8,C6702,C6515
E2666,E2634,E245F
C2F05,C2E0C,C2E0B
DA6D8,DA7EA,DA6B2
C2EF1,C2CB9,C2DAF
DA89B,DAB54,DA97E
C2EFD,C2F30,C2FA4
DA92C,DA8D5,DA879
C2DFD,C2DC8,C2EF1
DA9D5,DA964,DA8B0
C2E65,C2EAD,C2E73
DA938,DA7F1,DA96B
C2EC5,C2D70,C2D67
DA94A,DA8B1,DA8BB
C2EA6,C2C86,C2E31
DA7D1,DA9C3,DA883
C2FDF,C2D85,C2F77
DAD06,DA8F7,DAA36
C2E43,C2EAE,C2D9C
DA8BB,DA86D,DA771
C2EA0,C2DB1,C2E88
DA97C,DA820,DA869
C2E03,C3074,C2EFB
DA8D6,DA91B,DA944
C2EAA,C2EC9,C2E23
DA896,DAAA5,DA82F
C2EBA,C2F20,C2EDE
DA81D,DA82B,DA9CD
C2F92,C2E31,C303E
DA9B8,DA953,DA75D
C2E87,C2E79,C2F9A
DA8AF,DA7A8,DA846
C2F08,C2F8A,C2FD0
DA895,DA9FB,DA966
C2F5B,C2EF2,C2F5A
DA8AB,DA7AC,DA9D8
C2FA6,C3004,C3064
DA81F,DA92B,DA961
C2DAD,C3064,C2FC7
DA872,DA7F2,DA86C
C2F16,C2FBE,C2F67
DA6C2,DA787,DA8D1
C2EF3,C2EEE,C30E8
DAA2F,DAB0C,DA931
C2D42,C2EDA,C2E4F
DA9B2,DA914,DAB10
C30F9,C2E50,C3135
DA7D6,DA9CD,DAA0A
C2F6C,C2EA8,C308E
DABD7,DAA45,DAB17
C3034,C2F23,C2F58
DA8F8,DA8FD,DA822
C2F86,C2FAB,C2FD0
DA8CC,DA8A1,DA728
C2FFF,C3092,C2F2C
DA78E,DAB93,DAA92
C2E60,C2DCA,C31B2
DA9A3,DA929,DAAB6
C3132,C2E77,C3046
DA996,DA9E5,DAA8D
C2F75,C3127,C2FB1
DAC10,DAB48,DAC53
C31C4,C2F51,C3017
DA88B,DAB32,DA94C
C2ECB,C31BF,C2F07
DA994,DA942,DAA6D
C2FD5,C311E,C2E0E
DA80E,DA96A,DAA7D
C2FE2,C2EB8,C3043
DA963,DA99A,DA942
C2F0F,C30FC,C2F63
DA84D,DA9FF,DABCD
C2F3B,C3080,C2EF1
DAADF,DAAB5,DA963
C3011,C2FE9,C3016
DAA69,DAA35,DA9C6
C307A,C2E6A,C3122
DA938,DAB4A,DA9FD
C31AA,C2EFD,C2FFA
DAB2F,DAAF4,DABB6
C3021,C31D2,C2FF7
DAC4C,DAC36,DABA2
C3003,C2F1A,C300C
DA83C,DAB12,DA8FA
C2DC9,C2F18,C2EAE
DACF5,DAA09,DAAB2
C2FAE,C313D,C30EB
DAA4C,DA922,DA96C
C3223,C2DD4,C2F8F
DAABF,DA99F,DABA3
C319B,C32D7,C32CE
DAAE1,DAA10,DAA49
C30A5,C3108,C3018
DAAC6,DAAB5,DAA45
C30A9,C31C9,C30E8
DA9A0,DAA6E,DAD3C
C3255,C3096,C2EC3
DAAED,DAAB8,DA9C0
C30E0,C316A,C31AD
DAAD7,DAB52,DAC8B
C32CA,C31BA,C31CE
DA8E2,DAAD0,DAB21
C30A0,C30C4,C31C2
DAA70,DA9F1,DABED
C31E2,C310A,C2FF9
DAA53,DAB12,DAAF5
C31BD,C3037,C30F9
DAA67,DACB1,DABE4
C329B,C3338,C32C5
DAC94,DAB68,DAB7F
C3294,C31EB,C3022
DAB42,DAAB5,DAB8B
C329C,C3103,C30D5
DACA0,DAD86,DADBF
C317D,C3447,C3243
DAC10,DAC4C,DAB8D
C3363,C30A7,C31BB
DACC1,DAF02,DAF01
C32A9,C3220,C3323
DAB00,DAB7F,DAB14
C306A,C3232,C31B5
DACA8,DACA5,DABC8
C313D,C3100,C319E
DAC80,DAC50,DAB01
C330B,C316C,C3128
DAB18,DABCE,DACA8
C330A,C325B,C3259
DAB72,DAA6E,DABB6
C3145,C3340,C32B3
D9FE5,DA185,DA279
C3AC1,C38BB,C371F
DB2A8,DB2C1,DB38B
C373C,C38C4,C3958
DB4C3,DB327,DB392
C3A49,C396F,C390E
DB39A,DB3C7,DB41F
C3CD0,C3B16,C39C9
DB382,DB2FB,DB3CB
C3891,C38BC,C3610
DB35C,DB580,DB3C1
C39BB,C3A6C,C391A
DB1EC,DB320,DB32C
C390E,C37A4,C39D6
DB0A5,DB48A,DB3C7
C3B29,C3A60,C383B
DB4C1,DB565,DB5CD
C393A,C3A04,C3C50
DB48A,DB5B6,DB3DB
C39F3,C3A14,C3A83
DB392,DB488,DB423
C3B87,C3A24,C38D1
DB28B,DB2CF,DB217
C3893,C3988,C3911
DB377,DB475,DB30A
C3B13,C3AA7,C39A8
DB4BE,DB43C,DB47E
C396E,C3B78,C395D
DB29F,DB456,DB3AD
C3939,C3AAD,C398D
DB4C2,DB3FD,DB4E8
C39B2,C3B4E,C3875
DB377,DB450,DB585
C390F,C3B67,C3997
DB3D2,DB710,DB396
C3BB6,C3BC1,C3B0A
DB39E,DB5B0,DB744
C3C84,C3D10,C3B9D
DB4CA,DB44C,DB337
C3A78,C3CAA,C3B3D
DB485,DB58E,DB4C8
C3AFC,C3A10,C3ACD
DB3F9,DB468,DB464
C39CA,C3B73,C3A2F
DB53C,DB35E,DB5B7
C3BF7,C39FC,C39DE
DB5FE,DB607,DB4EC
C3BCA,C3BBD,C3B69
DB7AD,DB71F,DB751
C3C0F,C3A30,C3B9C
DB2B9,DB5B8,DB510
C3960,C3A9D,C3AD3
DB4B6,DB5C6,DB49F
C3AF8,C3C11,C3C83
DB66F,DB52B,DB52D
C3BF2,C3AB1,C3BE2
DB64D,DB63B,DB612
C3B75,C3A09,C3AE6
DB57D,DB665,DB53D
C39D5,C3B93,C3A31
DB429,DB367,DB586
C3B9E,C3B88,C3C49
DB4C6,DB53C,DB4E6
C3B58,C3B14,C3912
DB569,DB499,DB32A
C3B39,C3AC0,C3B53
DB67A,DB51C,DB372
C3A4C,C3A3E,C3BB7
DB2C5,DB5BC,DB62B
C3B5C,C3C8D,C3C5F
DB6CD,DB578,DB4ED
C3D72,C3B7C,C3A10
DB549,DB468,DB4B7
C3BCA,C3B7E,C3B44
DB494,DB62C,DB5E7
C3BB7,C3B77,C3A48
DB48B,DB62E,DB69C
C3BE2,C3B07,C3C01
DB488,DB3E6,DB4EF
C3B16,C3A9A,C3BD9
DB63D,DB602,DB6C9
C3A15,C3C85,C398E
DB484,DB579,DB469
C3E1C,C3B8D,C3A2D
DB411,DB590,DB5A3
C3A60,C3D23,C3BFC
DB52E,DB52B,DB6C5
C3BE0,C3B32,C3C66
DB55F,DB5D9,DB68C
C3AA1,C3BEB,C3C24
DB711,DB52B,DB516
C3A92,C3B4C,C3B8B
DB6BD,DB6C2,DB66A
C3ABB,C3AEA,C3D62
DB4E9,DB879,DB6BA
C3AED,C3AB1,C3BD0
DB7A3,DB74F,DB685
C3B8E,C3C06,C3A85
DB5E1,DB638,DB697
C3C91,C3BC0,C3B43
DB80B,DB4F2,DB60C
C3CDC,C3B0D,C3BD2
DB595,DB6C9,DB4C2
C3BEF,C3D06,C3CEF
DB84E,DB861,DB5BD
C3A73,C3CF6,C3DC2
DB571,DB740,DB777
C3B57,C3B15,C3BC7
DB7A2,DB832,DB7C5
C3DAD,C3CA5,C3D24
DB5F2,DB744,DB938
C3C79,C3B6D,C3B6B
DB828,DB6C7,DB805
C3D68,C3DDA,C3DD9
DB75E,DB6D8,DB6E8
C3C2F,C3E87,C3D2E
DB524,DB602,DB6BC
C3EB7,C3C17,C3D67
DB895,DB729,DB523
C3D7E,C3E86,C3EDB
DB9AE,DB857,DB78E
C3E3A,C3D2F,C3DC8
DB778,DB7B3,DB706
C3DD8,C3E11,C3DC1
DB84A,DB770,DB7C8
C3E0D,C3D92,C3E6B
DB9DF,DB925,DBA7C
C3E56,C3EC2,C3E94
DA488,DA688,DA6FE
C3B05,C3A1C,C3C35
DB5E0,DB4B4,DB5B8
C3B70,C3DB0,C3CB1
DB77F,DB6B9,DB694
C3D65,C3A51,C3A7D
DB6D9,DB72F,DB65D
C3BBF,C3B21,C3BF2
DB50E,DB5A3,DB810
C3BA7,C3C1D,C3BDD
DB55B,DB591,DB507
C3C22,C3D5C,C3AA2
DB70F,DB668,DB592
C3C02,C3B51,C3B2E
DB5AF,DB57D,DB5A5
C3BC3,C3C6E,C3C70
DB666,DB7C5,DB683
C3B78,C3B45,C3BAC
DB5A4,DB594,DB520
C3C58,C3D56,C3C54
DB468,DB564,DB51F
C3C34,C3A5D,C3A56
DB549,DB471,DB704
C3A6B,C3B01,C3B14
DB840,DB54C,DB55E
C39D0,C3AAF,C3BEE
DB4B8,DB543,DB636
C3BB2,C3AB8,C3AE6
DB639,DB675,DB649
C3BD8,C3ACB,C3A35
DB6BE,DB4F5,DB66D
C39E1,C3CE9,C3A95
DB4BC,DB674,DB664
C3BB5,C3C10,C3D7B
DB4AF,DB580,DB660
C3C28,C3CA5,C3C29
DB676,DB6C3,DB5C0
C3CC5,C3B51,C3AB4
DB50E,DB74B,DB72D
C3D13,C3D1A,C3B97
DB79E,DB915,DB5C6
C3DFA,C3E94,C3FDE
DB767,DB8E7,DB7AF
C3C9D,C3DC4,C3D4A
DB7C7,DB83B,DB7BB
C3D1D,C3D22,C3D5F
DB80A,DB6A6,DB835
C3D33,C3E90,C3FB8
DBACE,DB9A4,DB827
C3EE2,C3BAD,C3CCA
DB923,DB85A,DB6BC
C3F02,C3F9B,C3CEF
DB6CE,DB790,DB76D
C3DD2,C3E81,C3DDF
DB80F,DBA03,DB867
C3D69,C3D0E,C3E5B
DB8E5,DB877,DB7AB
C3E6E,C3D2D,C3D1C
DB7F8,DB861,DB787
C3C84,C3DEC,C3E0C
DB72B,DB81A,DB7E7
C3DFB,C3D58,C3E06
DB7AD,DB67B,DB76F
C3D7D,C3CA4,C3D4B
DB66B,DB7DB,DB657
C3D3F,C3C9E,C3DEB
DB993,DB882,DB681
C3E9B,C3F51,C3EBC
DB851,DB8C8,DB96A
C4002,C3DEE,C3D60
DB962,DB8EB,DB82A
C403A,C3EEA,C3CC8
DB8CD,DB9D8,DB734
C3FC8,C3F39,C3F6B
DB9C4,DB990,DB855
C40BD,C3F0D,C3E7F
DBA26,DBACC,DB821
C3F0A,C3FC4,C3FA2
DB8B0,DB882,DB91D
C3E3A,C3E2F,C3EAF
DBC6C,DB972,DBA2D
C3E38,C3C89,C3F37
DB8D3,DB7CD,DB8DC
C3F01,C3DD1,C3D63
DB829,DBB74,DB9E7
C3F20,C3E66,C3F4F
DB8AE,DB95C,DB78B
C409A,C3F55,C3E69
DBA1E,DB9D7,DB916
C3E8E,C3EA4,C3E14
DB730,DB7E5,DB844
C3E3F,C3EDC,C3EA9
DB904,DB9AF,DBA88
C3FB1,C3F35,C3E6C
DBA2E,DB948,DB921
C3FA0,C3DE7,C3F6F
DBA14,DBBC9,DB886
C4138,C404E,C412B
DB96A,DBAFD,DB914
C3EAA,C3F1D,C3EF6
DB8C5,DB912,DB9F3
C404B,C3EFF,C3E05
DB8B7,DBA59,DBA6F
C3F74,C40A2,C3F30
DB964,DBAA9,DBABB
C3E70,C3EA9,C3E70
DB8E1,DBB24,DB92A
C3FFA,C3F57,C3FF1
DBA34,DBBC9,DB9CB
C3FB0,C419C,C4172
DBA7F,DBA91,DBC08
C4163,C3F19,C4044
DBB30,DBCA9,DBB74
C4013,C3FBF,C4138
DBB14,DB9EB,DBA8F
C413C,C3F9F,C3FAD
DBBB8,DB985,DB9A5
C3F31,C3EDA,C3E3B
DB9B3,DB8E3,DB8AF
C3F33,C3E65,C3FDE
DBAFD,DBA63,DBB04
C406D,C4031,C3DB2
DB951,DBA48,DB985
C40A7,C4191,C3E78
DBAC8,DBA4C,DBA51
C3EE4,C4097,C3F5A
DBAD1,DBA3C,DBC20
C4042,C40DD,C4136
DAD8C,DAE82,DADDC
C46C5,C45C7,C4724
DC06C,DBEFA,DC08E
C46D9,C466E,C461E
DC080,DC0E6,DC18D
C4722,C4744,C4505
DC05A,DBFAC,DC19D
C484C,C4624,C469D
DC13C,DC136,DC164
C4699,C4801,C47FB
DC1FD,DC21F,DC11E
C462E,C4634,C47AE
DBF94,DC01B,DC0C3
C457E,C45BC,C473E
DC17E,DC0D4,DC1E5
C46F3,C46D4,C497B
DC2CE,DC1AD,DC3F4
C45CF,C47CA,C473A
DC0B1,DC0C8,DC19B
C4520,C47AC,C46FF
DC46F,DC28A,DC11F
C4878,C4692,C4629
DBFAC,DC072,DBFFE
C4734,C4896,C467F
DC0C1,DC0AF,DC11F
C46A4,C4768,C4700
DC218,DC1BF,DC128
C4728,C4611,C4619
DC0E9,DBFCD,DC2F0
C482B,C48B3,C46CD
DC0AE,DC0EB,DC315
C48B4,C474E,C46DD
DC3B2,DC363,DC258
C488C,C47D1,C4891
DC4D8,DC25E,DC300
C47CA,C47E8,C4894
DC14D,DC195,DC173
C47D3,C4803,C4839
DC2B3,DC250,DC29E
C4765,C46A2,C480C
DC2A3,DC134,DC39C
C489A,C470B,C497F
DC254,DC1B0,DC1B8
C49CC,C48EA,C47CD
DC3C4,DC237,DC2B3
C4899,C48A2,C4960
DC1B3,DC390,DC2F6
C478E,C49DD,C484E
DC32D,DC480,DC1DD
C4747,C47B0,C484C
DC219,DC381,DC2E6
C4852,C47FD,C496F
DC26A,DC30D,DC2CE
C4757,C4960,C498E
DC1BB,DC242,DC376
C482D,C486C,C4805
DC23C,DBFE5,DC268
C485C,C46A8,C4923
DC177,DC368,DC404
C4741,C476A,C48C3
DC3FF,DC217,DC0B4
C48A5,C4799,C495F
DC3E2,DC574,DC482
C48FF,C495F,C483D
DC31B,DC26E,DC305
C49DE,C4893,C48A0
DC3FE,DC3C2,DC430
C4A5A,C48BA,C4910
DC353,DC28C,DC38A
C49F9,C48A0,C4953
DC450,DC2C3,DC3D9
C4884,C4B67,C49A6
DC288,DC43E,DC24F
C48DB,C4A09,C49F4
DC409,DC41C,DC4BD
C4818,C4942,C4869
DC32A,DC281,DC483
C4956,C4A51,C487C
DC30E,DC2F2,DC478
C4987,C4A36,C4882
DC59D,DC5C7,DC5F3
C499E,C4A52,C4978
DC4BC,DC58E,DC230
C49A3,C4913,C4862
DC4F1,DC3BC,DC45E
C48F6,C49BB,C4A7C
DC1A1,DC388,DC331
C49F1,C4A6D,C4AA0
DC53C,DC44B,DC32C
C4942,C4A95,C4886
DC40B,DC40B,DC474
C4BB4,C49DE,C4908
DC44D,DC29C,DC46F
C4ADF,C48BD,C4A30
DC5DB,DC330,DC3B3
C4AF0,C48A4,C4873
DC36F,DC255,DC3E1
C4829,C497E,C4831
DC31E,DC49D,DC39F
C48E8,C4964,C48DC
DC418,DC590,DC64D
C4AF4,C4A04,C48D8
DC21A,DC570,DC539
C4A72,C4982,C49BB
DC32D,DC590,DC4CB
C4A6A,C4B0D,C48AE
DC47D,DC451,DC3D8
C4995,C4C12,C4A66
DC5FB,DC4D1,DC654
C4B55,C4B93,C4D87
DC7AB,DC844,DC615
C4BA8,C4BAB,C4A9E
DC79C,DC80B,DC6F5
C4AC0,C4BD1,C4B2A
DC47A,DC5BE,DC4DC
C4A2F,C49EC,C4A5A
DC31A,DC3A2,DC56D
C4BC3,C4BF6,C49B5
DC49F,DC66E,DC533
C49FE,C4BAA,C4BFC
DC75B,DC457,DC57E
C48AE,C4AAC,C49A3
DC4E6,DC4A3,DC597
C490C,C4C5C,C4A61
DC435,DC5F5,DC4C6
C4A34,C4AAF,C4C5F
DC67A,DC49E,DC533
C4BF4,C4A34,C49A7
DCA92,DCC8B,DCB69
C46BA,C474D,C4901
DC15A,DC0D2,DC11D
C4700,C460C,C45D1
DBF1D,DC34E,DC329
C4732,C44FB,C451B
DC04C,DC18C,DC372
C488A,C4796,C47B6
DC035,DC18E,DC281
C47D1,C4733,C4953
DC177,DC0FF,DC0F2
C4643,C483A,C46B6
DC1BD,DC1D7,DC2AD
C488D,C47DF,C46B9
DC027,DC27F,DC31C
C4979,C47D2,C487B
DC37D,DC4A0,DC50D
C4834,C4719,C48B7
DC270,DC293,DC35B
C47B8,C48C7,C47E6
DC003,DC2A7,DC2E3
C4A5D,C47DD,C4692
DC151,DC2D5,DC1DF
C4837,C46D4,C4843
DC2C3,DC038,DC3CE
C4633,C472A,C4767
DC242,DBEDD,DC0C2
C4872,C4646,C45DD
DC266,DC241,DC220
C47E1,C4725,C4A1F
DC36E,DC287,DC2F3
C48B7,C492F,C4808
DC100,DC2BA,DC2FE
C4814,C47CB,C4859
DC3E9,DC35A,DC256
C477A,C48E0,C4AA3
DC25F,DC0F1,DC297
C4A08,C4844,C47C2
DC29F,DC2C8,DC1F1
C4718,C48D1,C47D0
DC379,DC184,DC194
C4A31,C48B9,C47A3
DC1D5,DC359,DC405
C4886,C491A,C47DE
DC465,DC1E5,DC31E
C4878,C48F6,C4742
DC321,DC2DC,DC264
C48CA,C496F,C498B
DC2AC,DC460,DC63F
C4BE9,C489A,C4876
DC22A,DC34B,DC40A
C4A95,C4921,C470D
DC361,DC397,DC398
C4A7D,C498A,C4A82
DC3DB,DC2EB,DC448
C4937,C4AD5,C498D
DC535,DC27B,DC474
C49E0,C48F7,C47E4
DC4BA,DC38C,DC3B7
C4934,C494E,C48F7
DC450,DC36C,DC402
C4B81,C4823,C4B1B
DC65A,DC3AB,DC2B5
C4AA2,C4956,C486C
DC3BA,DC42A,DC341
C4BAD,C4908,C4AC7
DC520,DC4CC,DC31B
C48C3,C47C9,C49AA
DC600,DC55A,DC5A7
C4AF1,C4AC0,C491A
DC355,DC457,DC3EF
C483D,C488B,C4A56
DC3F8,DC30D,DC285
C49C9,C4A58,C49E3
DC30A,DC48C,DC4C4
C48E8,C4C6B,C4B69
DC3EE,DC503,DC4FF
C4A16,C49B0,C4983
DC5A4,DC5FD,DC506
C47EB,C4A01,C4B25
DC620,DC724,DC694
C4A66,C4935,C4A28
DC547,DC554,DC4A7
C4B20,C4861,C486E
DC547,DC366,DC3C9
C4A10,C4986,C499D
DC278,DC361,DC47C
C49A9,C491E,C4A0D
DC3B7,DC3AD,DC5EC
C4A27,C49AC,C4AFC
DC418,DC595,DC4C5
C4888,C4C6A,C4A7E
DC5A3,DC63B,DC611
C4B82,C4986,C4A9C
DC3A9,DC5B5,DC3C9
C4C2B,C4B26,C4AA9
DC69E,DC3DC,DC640
C4B4B,C48A7,C4936
DC365,DC5CC,DC411
C496D,C4AA9,C4872
DC3F8,DC406,DC45A
C4AA3,C49D4,C4C96
DC55B,DC4DD,DC430
C4A46,C4A1A,C4B4E
DC552,DC3FD,DC535
C4C6F,C4AB3,C4A1E
DC424,DC5EC,DC4BE
C4B18,C4C42,C4BB9
DC6A4,DC59F,DC77A
C4CA9,C4C5D,C4DD4
DC5E8,DC6A5,DC70A
C4C91,C4C4A,C4B92
DC6B7,DC608,DC790
C4A00,C4964,C4A66
DC48F,DC49A,DC628
C4C92,C4BB4,C4AD6
DC675,DC4F8,DC577
C4BAC,C4AAE,C4951
DC578,DC707,DC4D6
C4BFB,C4AE0,C4C02
DC614,DC5F1,DC708
C4D3D,C4B75,C4C03
DC674,DC66F,DC531
C49FB,C4B6E,C4C0A
DC3EC,DC5B7,DC61F
C4B02,C4BDC,C48FD
DC43D,DC637,DC70F
C4B66,C4A01,C4B13
DB9F7,DB9CF,DB8E5
C51D1,C50DE,C5273
DC909,DC94E,DCB00
C4F02,C507D,C5024
DCBAB,DCB01,DCB40
C515D,C5018,C5064
DCBD7,DCD74,DCC86
C5139,C5211,C519F
DCAF9,DCC0E,DCD58
C5029,C51E4,C511F
DCAD7,DCC78,DCB4E
C534D,C5158,C525E
DCD37,DCE41,DCBC9
C53BE,C52E3,C529B
DCB9D,DCC95,DCB51
C52D2,C520C,C520E
DCC66,DCD23,DCB2C
C52D6,C5267,C52D5
DCD37,DCC9D,DCBCB
C5064,C5269,C51E6
DCAD0,DCCA0,DCC94
C5211,C5112,C5238
DCB88,DCC4C,DCAC8
C5107,C527D,C51A4
DCC46,DCB5F,DCB40
