{'CALIB_RAW_DAC_START_I': 655360, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 4, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
ACBE8,AC85E,AC9DB
C32BE,C3145,C3146
DAA84,DAA75,DAC1B
C3112,C318C,C2FC6
DAB16,DAC2C,DABE1
C2F91,C2F24,C2FCC
DAA5E,DABE7,DAC0C
C31E4,C3088,C309F
DAB4D,DACD7,DAC4A
C3194,C2F69,C3272
DAAC4,DACC5,DAC41
C3073,C3311,C322C
DAEDA,DABB4,DAC73
C3583,C3381,C341F
DAE1F,DAE02,DAF6E
C320E,C3313,C33EE
DAD8A,DAEF8,DADB4
C3247,C3273,C328B
DAE06,DAD21,DACCB
C32BB,C32DB,C3199
DACF4,DAA6F,DAD57
C32F5,C3110,C32F0
DAE76,DAC78,DAD13
C3400,C339E,C31CB
DAE34,DAD67,DAD91
C3329,C304C,C3366
DAC03,DACC4,DACAE
C338F,C318F,C3298
DAC97,DAD94,DAE43
C326C,C3075,C31A0
DAC2C,DAAF9,DAAFA
C326D,C3128,C3133
DACAB,DAB83,DAC7A
C3028,C3153,C3066
DABC7,DAC37,DAC3E
C319A,C3220,C308B
DABD5,DAC97,DA9AA
C313A,C30A5,C32AA
DAB75,DAB7B,DAC23
C3078,C3021,C2F66
DAC39,DABEF,DAAA5
C2F53,C2FFC,C323C
DA8C1,DA958,DA978
C2FF2,C2FF8,C30A5
DA05C,D9FF8,D9EFF
C3386,C345A,C354D
DAF8D,DAC0C,DAE73
C356B,C3633,C35A5
DAE55,DB018,DAEDA
C3424,C34E4,C3506
DAF9E,DAE06,DAEE7
C3488,C3460,C31FA
DAD52,DAE4A,DADDD
C342F,C3506,C3440
DAE68,DADA2,DAE46
C3422,C330B,C338A
DAE44,DAF5F,DAE1C
C345A,C3517,C34D5
DAD43,DAFD5,DAC28
C33B0,C3320,C34FD
DAFDD,DACF9,DAEAF
C331C,C3103,C33BB
DAB4E,DADF8,DAD8E
C33F9,C328C,C3373
DAE0F,DAD52,DAD66
C3406,C32DF,C3419
DAC1B,DADE9,DAD32
C3310,C342A,C33C0
DACD0,DACE6,DAFCB
C31A7,C3410,C3485
DAC24,DAC8E,DAC0C
C31CC,C31D2,C330D
DADCC,DACB7,DADBE
C321E,C32C6,C307F
DAB74,DAB21,DAC00
C3192,C3079,C3139
DAB50,DAD15,DAB4B
C3452,C33D2,C341A
DAEB7,DAECA,DAC4E
C336E,C322F,C33B0
DACEF,DAF54,DAFFC
C3405,C33D6,C3586
DACE4,DACA5,DADC2
C3478,C32F7,C33CA
DAEA3,DAE7B,DAD87
C34EF,C35E2,C34B5
DAB58,DACD6,DADF7
C31C6,C3450,C3353
DAE35,DAD5C,DAEF8
C3440,C3401,C34CA
DAC7B,DAD78,DAF35
C3333,C3242,C34C3
DAD24,DAEA6,DADC2
C34B0,C3303,C32D2
DAD12,DACCA,DAEBC
C3490,C3459,C33D5
DADAD,DAB0B,DAD89
C33A6,C337F,C3432
DADA6,DAC90,DAB5D
C344D,C3173,C32A0
DAD71,DAED9,DACD4
C317B,C32B8,C3234
DAC0F,DAF3F,DAB27
C3316,C325D,C2F8D
DABCF,DAC51,DAB38
C333D,C31AD,C31CE
DACF5,DAB9E,DADD9
C32EC,C330E,C31A0
DAA57,DAB5A,DAB74
C30EA,C3251,C3034
DA834,DA836,DA9FC
C31A8,C2EDB,C2D26
DA840,DAAF1,DA998
C2FDE,C2FFC,C2E97
DA718,DA8E9,DA947
C2F4E,C2DE4,C3150
DA965,DA950,DAA12
C2EB9,C2EE7,C308F
DA8D7,DA7F0,DA788
C2DD4,C2C80,C2C2F
DA8AD,DA815,DA745
C2F1F,C2CAD,C2DB0
DA690,DA691,DA862
C2DC1,C2FA2,C2D89
DAA21,DA95C,DA861
C2D8A,C2DA6,C2F51
DA881,DA979,DA7D6
C2ED3,C2F97,C2D9A
DA9A7,DA7A5,DA959
C2C81,C2C5A,C2BB2
DA6F6,DA743,DA6E6
C2D6A,C2EC6,C2CCE
DA879,DA7ED,DA7BB
C2DAA,C2CA4,C2E27
DA6A4,DA775,DA579
C2E64,C2B99,C2CF7
DA7A5,DA80D,DA784
C2D7B,C2D65,C2D43
DA71B,DA737,DA92D
C2D0C,C2EBD,C2C76
DA770,DA71F,DA899
C3175,C2DE1,C2EB4
DA9BD,DAA33,DA902
C2FC9,C2FB7,C2FB8
DAA72,DAAA8,DAB1F
C2FB0,C30F7,C30A9
DA86B,DAA27,DAA1D
C30F4,C2CFB,C2F21
DA96B,DAACF,DA94F
C2E1A,C2FD8,C2D89
DA837,DA921,DAA64
C2F05,C2DE4,C2CB2
DA7CD,DA9FB,DA916
C2C8C,C2D3D,C2E9D
DA974,DA8A3,DA7D0
C2DE6,C2F4C,C2D6B
DA743,DA7E9,DAA0D
C2F42,C2F5A,C2F54
DA626,DA74E,DA7D0
C2E54,C2D3C,C2C94
DA84A,DA6E9,DA6A2
C2B66,C2D18,C2C38
DA81A,DA6B5,DA74F
C2BED,C2C8F,C2DE9
DA7F6,DA7A0,DA8D0
C2C0F,C2C4C,C2C85
DA4A9,DA599,DA7C7
C2CC1,C2EAD,C2D47
DA7C1,DA832,DA8B2
C2ADB,C2C8A,C2B25
DA658,DA803,DA73F
C2E40,C2DA5,C2D84
DA39E,DA1F6,DA31E
C3160,C3152,C31C0
DAB4D,DAB60,DACDE
C3327,C30AB,C31F2
DAD95,DAB9D,DAC6A
C3249,C30C2,C31F8
DAC0D,DAA60,DAC5D
C3158,C3106,C3158
DAC12,DAC74,DAD02
C3235,C30F9,C32C8
DABF2,DAC8D,DAD01
C31B9,C3108,C3121
DAB2D,DAB48,DAB41
C3071,C304C,C30DF
DA9E1,DAAE1,DA9A6
C2FD7,C2FF5,C2F72
DAAD8,DAAAA,DABD0
C3230,C2F64,C309A
DAA75,DA94B,DABA9
C32B7,C2FB1,C30E0
DA979,DABF8,DA997
C3051,C30EE,C307E
DA9A5,DAA57,DAA67
C30C4,C3010,C30C8
DA9B5,DA9DA,DACA5
C2FE3,C30B6,C2E9C
DA88C,DA88A,DA9F6
C3025,C3260,C305E
DA96C,DAAB4,DABCB
C2E70,C2F32,C2F8C
DA9D1,DA9DC,DA996
C2F08,C2F47,C31EB
DA915,DA9DF,DA91C
C33EA,C3130,C3197
DAB46,DAB9F,DAC24
C3170,C320C,C2FA4
DAB76,DAB91,DAAFE
C2F54,C3091,C304B
DAAAD,DABC0,DA9C7
C3159,C2E6F,C3198
DAA9D,DAB40,DAC97
C3325,C30BD,C317C
DAB86,DAB26,DABAB
C310B,C3189,C2F99
DA99C,DAB87,DABC2
C302A,C2FB0,C3143
DAAA9,DAC56,DAB1B
C322B,C30FA,C2F41
DAA71,DAB5D,DAB56
C309B,C31A1,C31B7
DA997,DAAEF,DAAA1
C30C0,C2F6D,C300F
DA9F7,DAAA5,DA969
C303A,C30D7,C3104
DA9E6,DAAD4,DAA3D
C2E91,C2FC4,C30DF
DAAA8,DA905,DAAF0
C3084,C2F48,C3064
DA839,DAA27,DA7D7
C2F94,C2EB3,C2DBE
DAA03,DA98E,DAAF2
C2E30,C2FFD,C3077
DA980,DA929,DA927
C2F9B,C3019,C2F3A
DA7CB,DA7A5,DA8D3
C2C36,C2D65,C2C4C
DA6C2,DA7B5,DA66E
C2BFC,C2BDC,C2CA2
DA7B2,DA725,DA83B
C2B4B,C2B28,C2B8F
DA51C,DA419,DA713
C2B11,C2C31,C2A41
DA459,DA4BD,DA602
C2AD1,C2A73,C2966
DA6AE,DA7B2,DA65E
C2A3F,C2B2D,C2AEC
DA6B6,DA4D5,DA630
C2BED,C2AA1,C2C10
DA387,DA5CF,DA400
C2B57,C29B2,C2832
DA421,DA63B,DA465
C2AAD,C2C53,C2D99
DA5AF,DA6C6,DA543
C2ACD,C2A91,C2ADE
DA4E6,DA4D1,DA324
C28C3,C29C8,C2A45
DA307,DA277,DA2A2
C298D,C2914,C2703
DA268,DA42A,DA4BD
C2960,C2A87,C2A7C
DA477,DA26C,DA32B
C2A05,C2B0C,C2A53
DA25F,DA551,DA2B6
C2A3C,C29F9,C29EC
DA3A4,DA51B,DA315
C28FC,C28EF,C26E4
DA458,DA3FE,DA4A2
C2AF3,C2A5A,C2A2F
DA4CA,DA4B9,DA3DE
C2B62,C28E7,C2994
DA491,DA4BE,DA30D
C2B12,C2AA6,C2937
DA473,DA3B8,DA311
C2ABF,C2B18,C2BC5
DA533,DA4E7,DA649
C2BD2,C2AEA,C29F9
DA397,DA4F3,DA687
C2AF4,C29E1,C2AEE
DA342,DA753,DA526
C29CA,C2A76,C29B8
DA520,DA3F8,DA4CE
C2A3D,C2A0A,C2A89
DA4CB,DA482,DA543
C2A26,C2BEC,C29D3
DA649,DA695,DA756
C2B09,C2B95,C2B09
DA4B0,DA524,DA651
C29F5,C2976,C2BD4
DA435,DA58F,DA37B
C2B42,C2AD6,C2B4A
DA40A,DA55D,DA4B1
C2A4D,C2AAF,C2B43
DA3F1,DA461,DA542
C2B27,C2BFE,C2AAA
DA3CF,DA521,DA461
C280C,C29E4,C27CE
DA170,DA359,DA48A
C2815,C2981,C2998
DB76C,DB52D,DB641
C3BEE,C3C46,C3B72
DB48D,DB61F,DB67D
C3D30,C3DCD,C3D0E
DB6B0,DB647,DB812
C3B26,C3D57,C3C56
DB525,DB65E,DB720
C3C79,C3A9F,C3AA0
DB590,DB98C,DB69B
C3AE4,C3B82,C3B99
DB4F4,DB4DD,DB57E
C3C1D,C3AFD,C3983
DB40D,DB727,DB5FA
C3BEC,C3AF9,C3BAB
DB493,DB434,DB79E
C3B6D,C3AED,C3CB5
DB785,DB4D9,DB647
C3A0A,C3B70,C3A49
DB48F,DB560,DB6AA
C3BA9,C3A3C,C3A27
DB4D3,DB322,DB316
C3BB4,C3B58,C3BE8
DB343,DB426,DB3F9
C3B5F,C3A9A,C39F3
DB4DA,DB4BC,DB3E1
C3B2F,C396B,C392C
DB351,DB57B,DB5CB
C3CC5,C396F,C3A61
DB408,DB436,DB4C3
C39E1,C3AB1,C3A22
DB2F7,DB446,DB506
C3AA3,C38DC,C38E1
DB49B,DB519,DB465
C3BD8,C3CA8,C3DBC
DB4FD,DB622,DB695
C3BCE,C3A8E,C3BA2
DB548,DB605,DB45B
C3AE8,C3AE6,C3AC9
DB531,DB3E4,DB67D
C3A53,C3BB3,C3B1D
DB2E4,DB61E,DB40E
C3979,C386A,C38AE
DB253,DB42A,DB4AD
C3879,C3952,C38B5
DB45D,DB3E0,DB413
C3A85,C3A43,C38E6
DB389,DB3FF,DB327
C39A7,C3A30,C3971
DB3AF,DB5B0,DB4F8
C3A49,C3AA7,C3B97
DB36A,DB62D,DB57D
C3A2D,C3A9A,C3C0B
DB3BF,DB3F2,DB3CE
C38BB,C3951,C3B4D
DB575,DB336,DB451
C3A0F,C3869,C390A
DB2ED,DB230,DB34C
C3959,C3891,C3997
DB1F8,DB11D,DB1A1
C3990,C37D5,C3889
DB371,DB3B6,DB17D
C36FA,C367F,C3623
DB169,DB0BE,DB1D6
C3866,C38F9,C3902
DB2B3,DB29D,DB024
C375F,C3656,C3507
DAFFD,DB183,DB05F
C37D4,C3646,C3564
DAFAD,DAEFC,DB004
C35CB,C3463,C3696
DB1DC,DAF45,DB028
C37D0,C3745,C3661
DB03B,DAF58,DAFAC
C3592,C34E3,C3457
DB041,DB0AA,DAEFB
C33C4,C33AB,C32E5
DAFC8,DAF22,DAE6E
C34A5,C3493,C361D
DADFF,DAE91,DADD4
C3444,C32FC,C340A
DAE7B,DAF50,DAE38
C3561,C3263,C33BC
DADF3,DAEC7,DAEE1
C3635,C339B,C35DC
DAE91,DB0BA,DAF50
C35F2,C3437,C35BE
DAD72,DAF15,DAE9C
C3519,C3642,C359D
DAE89,DAEAA,DB04D
C33A0,C33FA,C335E
DAC0E,DAE78,DABD1
C35E0,C356C,C3492
DAE5B,DAE95,DAEF6
C351B,C33F4,C3517
DAD49,DAE36,DAE83
C3612,C3490,C3487
DAF2E,DAF59,DAF00
C378F,C3497,C343E
DAE66,DAF8D,DAF7E
C3604,C350C,C3586
DB0C4,DB055,DAF52
C3639,C3708,C3660
DB005,DB18A,DAFD6
C3445,C34BE,C3726
DB28F,DB146,DB26F
C364B,C3656,C34EE
DB140,DB1E9,DB051
C34FD,C36F7,C3714
DB0D2,DB24B,DB2F5
C36EA,C36EF,C3745
DB061,DB0FB,DB127
C360F,C34ED,C34E8
DB1C8,DB02E,DB27D
C3651,C34DA,C3560
DAF91,DAF25,DADCD
C344B,C3475,C3526
DB033,DAFA6,DAFA0
C34FF,C359B,C36F8
DAF87,DB14A,DAE98
C35C9,C35E0,C34DE
DAFC9,DAFD9,DB084
C34CB,C35B4,C3440
DAEDB,DAC64,DAF2C
C326F,C34C1,C355A
DAE86,DAEEA,DADFA
C30B3,C340C,C3347
DAE1F,DAEF3,DAE59
C33E5,C33ED,C32ED
DAA2C,DA92E,DAC78
C3A83,C3A52,C39AF
DB24E,DB489,DB30E
C38F5,C38F5,C387F
DB386,DB393,DB231
C381C,C3827,C394C
DB177,DB23A,DB16F
C3773,C369F,C3826
DB0D9,DB1A3,DB2D2
C3837,C38A3,C376D
DB0AC,DB12F,DB3AF
C36EF,C371A,C378A
DAFD9,DB274,DB258
C3731,C3609,C37A5
DB07B,DB137,DB1DB
C3849,C388F,C3627
DAFCD,DB3C3,DB13F
C358C,C36CA,C35EF
DB175,DAFEE,DAFFE
C3768,C36CF,C36A3
DB362,DB2E0,DB321
C38B0,C3763,C3740
DB160,DB156,DB2E4
C368E,C3795,C36B1
DB14B,DB2FF,DB137
C374D,C3721,C364B
DB2A1,DB1F8,DB1D6
C36F9,C383B,C3585
DB0A0,DB1DC,DB18A
C3746,C36A5,C36EB
DB0D4,DB16D,DB1CB
C378E,C3679,C354E
DB059,DB17C,DB23F
C37F6,C3888,C3884
DB399,DB33E,DB26A
C3800,C39F2,C3877
DB3C3,DB2CF,DB305
C3848,C3920,C387C
DB1A6,DB2A8,DB1EC
C3774,C37B6,C3714
DB1C9,DB309,DB290
C3823,C3717,C38C7
DB211,DB2F6,DB2AE
C38F8,C3812,C38A0
DB230,DB0FD,DB250
C396E,C37C7,C3684
DB280,DB14A,DB25D
C3746,C3724,C37BA
DB21E,DB2FC,DB220
C3845,C37C4,C371C
DB0EE,DB19D,DB1B2
C3716,C361A,C367D
DB06B,DB3F0,DB11A
C36D2,C36A1,C35EF
DB167,DB1A0,DB0DD
C366B,C36A0,C3710
DB0F0,DB052,DAEEC
C3692,C386F,C35BE
DAF54,DB14C,DAF2B
C37E3,C3785,C3664
DAFFC,DB21C,DB0CE
C3537,C3474,C3560
DB290,DB134,DB247
C3707,C3665,C36F5
DADE7,DB018,DAF23
C3442,C3307,C3392
DAE04,DADAD,DADBA
C32C1,C3362,C3383
DAD7E,DAE49,DAD9C
C33DC,C312F,C33F8
DAC54,DAEC6,DAE66
C3450,C3322,C3491
DADC8,DAF27,DB04C
C330B,C32CC,C3294
DAC7A,DAD6F,DAD2F
C3307,C34B8,C346F
DAF76,DAF01,DAECB
C35E3,C35AA,C3440
DADA3,DAE21,DAC3B
C337D,C33E9,C32CF
DAEB2,DAF5F,DAEEB
C3431,C3280,C32A2
DAC6C,DAC55,DAD5C
C310D,C3414,C326F
DADD7,DAC56,DAD37
C337A,C34E8,C3545
DAC88,DAB84,DAD38
C3304,C32AA,C3217
DACA2,DAE91,DAE92
C3413,C3281,C32D1
DAC42,DABE4,DAC75
C3207,C3272,C31C5
DAC62,DAE7C,DAB45
C329F,C3136,C3060
DAB5D,DAA84,DAB26
C31B7,C3155,C31B2
DABA2,DAA61,DAA9F
C3308,C30C9,C30DF
DAB59,DABB6,DACE5
C30F9,C329F,C31D3
DAF9D,DAAFF,DAC7F
C32D5,C32E5,C32B7
DADE3,DAAEA,DAD79
C3333,C31C2,C3475
DAEBB,DAC51,DAB2C
C3401,C32C6,C3288
DADBF,DABE5,DAD34
C31DC,C337C,C330D
DAD2C,DAC74,DAD38
C34B0,C31D6,C31D3
DAA72,DABE5,DAC70
C328E,C3142,C337E
DAC73,DAE7A,DAD11
C3459,C32EE,C32D2
DAACF,DAD25,DABCA
C321B,C31FD,C3292
DACC3,DAD78,DAD1A
C30ED,C3243,C3201
DAAAE,DADA3,DABBF
C3287,C3285,C320D
DACBF,DACBC,DAE4F
C32B8,C326D,C31E5
DAEC8,DABDB,DAA99
C31FE,C3188,C306E
DAAD3,DAB4E,DAC49
C30E5,C3218,C310A
DAAEE,DAA30,DAB49
C311C,C30D9,C319C
DA22F,DA186,DA1EC
C3496,C338F,C36FD
DAD9C,DB091,DB045
C363D,C3734,C36BE
DB178,DB22B,DB163
C3590,C34CC,C375A
DAD3A,DAE12,DAEE3
C35E0,C33B0,C33B3
DB107,DAF1E,DB10A
C3571,C351A,C3550
DB064,DAFE5,DAFF0
C35FC,C357B,C3564
DADAA,DAF64,DAF87
C3373,C3393,C34DD
DAE24,DAFD7,DB13B
C3761,C34A0,C34D9
DB0C7,DAF8D,DB060
C35E5,C3878,C36FA
DB056,DAF7B,DB071
C341C,C35B9,C3574
DAFF0,DAF6C,DAF02
C3512,C3593,C3605
DB058,DB0D9,DB07A
C3722,C363C,C3646
DAFEB,DB220,DB163
C3557,C339D,C35D1
DAE71,DAFDF,DB001
C343F,C3502,C36AA
DAEAF,DB0DC,DAFEC
C337F,C3386,C3333
DACE4,DAEF8,DADAD
C3463,C33F5,C3529
DAF46,DAF04,DAF3A
C38F5,C358A,C342D
DB0EF,DAFE7,DB00D
C3593,C34A0,C3673
DB07C,DAFEE,DB063
C3651,C3540,C34BF
DADF3,DAE46,DAF35
C34ED,C34E5,C337E
DB091,DADB4,DB075
C34FE,C353D,C359B
DAF63,DB009,DAE02
C33DF,C3594,C345E
DAE3D,DAF97,DAD05
C34AC,C3625,C3382
DAE60,DAF22,DAE28
C3589,C3321,C337F
DAE8D,DAF69,DAEE6
C34FB,C348D,C351E
DAFAB,DAF5E,DAE08
C34D7,C365F,C3473
DB0A0,DAF9F,DAE8C
C3510,C3522,C3475
DADCA,DAE24,DAF99
C35C3,C33D4,C33A7
DAF71,DAE67,DADB5
C33EA,C33AD,C34BA
DAE87,DAF70,DAEEA
C358F,C345F,C3624
DB023,DAE5F,DAE46
C324D,C3262,C32F5
DAE90,DAE9B,DAE0E
C3136,C338E,C3489
DAE1A,DAD3C,DAD31
C31C8,C2FCC,C2F4E
DAA07,DA9A4,DAAA5
C311D,C2F65,C30B0
DA9D6,DAC45,DAADC
C3039,C3052,C314A
DAC06,DAA76,DABC4
C324A,C3059,C302B
DAC76,DAB4B,DAB9D
C3159,C3126,C319B
DA96A,DAA90,DAB10
C2FB4,C2F3A,C2F12
DAC11,DA9BC,DA9E7
C2E0E,C2F06,C3051
DAC25,DAAC0,DA989
C3014,C2FA2,C2E62
DAAA7,DA94D,DAA9C
C2EF6,C2F12,C3070
DAA2F,DA9DB,DA9E3
C2D36,C2F5D,C2E75
DA7B1,DA876,DAAA5
C3027,C3010,C3100
DA8F9,DAA07,DA980
C2F4D,C2F6D,C2F2A
DA947,DAB50,DAA24
C2E28,C2E37,C2ECE
DA924,DA8C6,DA8E2
C2FAD,C2C92,C2CA0
DA8BD,DAB34,DA870
C2EEB,C2CB3,C2E72
DA74A,DA80A,DA7B0
C2B50,C2CAA,C2C4E
DA91B,DAA98,DA959
C318C,C3050,C2FE3
DAB8F,DA901,DA9A3
C304C,C2F31,C2FEF
DAA92,DA8CE,DA98C
C2F27,C2E46,C2FF5
DA852,DA9B0,DA9D1
C2E98,C2F5E,C2EEE
DA8A1,DA70C,DAA21
C2D1B,C2F50,C2D63
DA814,DA832,DA8B8
C2EB2,C2DD9,C2E00
DA7DA,DA725,DA863
C302E,C2F8E,C2E91
DA6BE,DA551,DA864
C2D2C,C2EDF,C2CD9
DA7AB,DA90A,DA6A3
C2D6D,C2D79,C2E7D
DA7FE,DA522,DA647
C2DC5,C2E8C,C2DE7
DA844,DA940,DA99F
C2FEC,C2EA4,C2EEF
DA83D,DA8BC,DA922
C2F45,C2EF5,C2FA1
DA78D,DA9A3,DA97D
C3027,C2DE9,C2D7B
DA7C3,DA80E,DA8E4
C2ED5,C2D39,C2CA2
DA963,DA95F,DAA6F
C2DEB,C2CFE,C2EAA
DA6F5,DA70C,DA8AE
C303E,C2EF7,C2DDB
DA345,DA5D8,DA40D
C33EE,C33C8,C358E
DAD01,DAD82,DAC12
C32AD,C3303,C3334
DAC7E,DAE74,DABFB
C342E,C3403,C33E8
DAE72,DAC89,DAD36
C3353,C343A,C3341
DAD4E,DADA4,DAF35
C3390,C337E,C3030
DAC6D,DAB42,DACC6
C32ED,C32CE,C33D8
DABC3,DAD06,DAD35
C3115,C3352,C31AB
DADB5,DAD84,DAD7C
C3225,C32A8,C32AF
DACF3,DAE21,DAD89
C33B1,C33A2,C327F
DAB5E,DACD0,DAC72
C32D4,C3261,C3430
DAE54,DAD9E,DAE80
C332E,C317C,C3281
DAB25,DAC4F,DAAA1
C31B9,C324B,C324C
DAC0C,DAA83,DAB50
C3363,C324D,C2FFF
DAB1F,DAC51,DABBD
C30D8,C3193,C3174
DABEE,DAB78,DAB5B
C3309,C319A,C31A9
DA8E1,DAAFC,DA988
C32B7,C3311,C31F5
DAB9A,DAD49,DABFD
C334F,C342C,C3497
DAFF2,DAE3B,DAD38
C32F3,C3206,C34BA
DADA9,DAD4F,DADFA
C32A0,C3392,C3300
DAD5F,DACE4,DAE73
C33B6,C327F,C32E9
DAE1F,DAD92,DAC9D
C322C,C3300,C3314
DAE6F,DADBD,DAD71
C3532,C3408,C33B5
DABBB,DADA1,DACA9
C3219,C32A4,C32A4
DAC59,DAC60,DAE2B
C3183,C3281,C331F
DAE6D,DAD0F,DADCD
C3354,C343F,C339F
DACD1,DACD2,DAB84
C31C8,C31AB,C3198
DAABE,DAC5D,DAC7B
C319E,C2F81,C3398
DA99D,DACCF,DAA59
C327C,C3246,C31EF
DAADF,DAB6A,DAD42
C3040,C300E,C3105
DAB47,DAACB,DABD3
C32DC,C318E,C3148
DAD15,DAC49,DA9E3
C3250,C3268,C3179
DABE6,DAB7F,DACD8
C3354,C309D,C322E
DAB7F,DA8C7,DAB73
C302E,C312A,C2FDE
DAA1A,DA89F,DAA27
C2E0B,C2F64,C2EEE
DAA4D,DA992,DA7B6
C2ED6,C2EB9,C2DD1
DA94D,DA9BD,DA9A2
C2F5B,C2F00,C2CF2
DA879,DA92C,DA9F6
C2DFE,C2DF0,C2F8C
DA859,DA794,DAA36
C306A,C2EFD,C2CEF
DA963,DA839,DA8DE
C2DE0,C2F64,C2F06
DA82C,DA713,DA8B8
C2EA0,C31FB,C2F95
DA8D1,DAAA7,DA9D4
C2DE0,C3015,C2F4F
DA8A1,DA806,DA8D8
C2F1B,C2D8B,C2E96
DA7F8,DA83A,DA89F
C2C95,C302D,C2C64
DA638,DA601,DA6D0
C2CA5,C2D6D,C2B41
DA96E,DA760,DA7DA
C2BBC,C2C57,C2E18
DA606,DA5EC,DA706
C2CF8,C2BD8,C2B69
DA670,DA712,DA635
C2EA7,C2C4F,C2C90
DA5CE,DA4FB,DA911
C2DEE,C2D96,C2C24
DA643,DA758,DA717
C2F57,C2E73,C2F16
DA84B,DA8B4,DA8B8
C3027,C2EAB,C2EBD
DA813,DA811,DA734
C3088,C2FEE,C2D9F
DA7D7,DA7F2,DA93B
C2DF2,C2F86,C2DA6
DA9C5,DA9F8,DA9C7
C2EC4,C2EBA,C2F06
DA6D0,DA7C2,DA69D
C2D48,C2B7C,C2D8E
DA510,DA5B4,DA64F
C2C10,C2D71,C2CB3
DA6F8,DA6D2,DA599
C2E41,C2E42,C2D0E
DA85A,DA935,DA65A
C2F3A,C2CC9,C2CCC
DA6AD,DA718,DA6A3
C2E01,C2E22,C2D43
DA645,DA706,DA82A
C2BE7,C2C1B,C2B8C
DA71E,DA55D,DA626
C2B25,C2B60,C29FC
DA586,DA55E,DA606
C2B52,C2BD7,C2BAB
DA526,DA659,DA753
C2D2C,C2CA9,C2C09
DA618,DA6BE,DA718
C2DB1,C2C7F,C2E79
DA63B,DA6AD,DA7B8
C2CA5,C2C03,C2C0D
DF81F,DF778,DF7EF
C4D16,C4BFD,C4D09
DC839,DC5A8,DC722
C4C8A,C4C45,C4BC4
DC649,DC685,DC5B9
C4CC4,C4A90,C4BAB
DC4A7,DC571,DC67E
C4C47,C4B69,C4AD0
DC7B6,DC685,DC660
C4A45,C4C07,C4BC7
DC625,DC4BE,DC56C
C4CBC,C4B07,C4CCE
DC6C4,DC60B,DC870
C4B3E,C4B90,C4C18
DC606,DC600,DC67A
C4BAA,C4A3C,C4A72
DC74E,DC670,DC7D4
C4ABC,C4B71,C4C5D
DC614,DC515,DC6A8
C4B6F,C4B32,C4DF8
DC469,DC575,DC540
C4C17,C48AC,C49B0
DC408,DC37C,DC4B1
C4B37,C49A9,C4A25
DC59E,DC577,DC538
C4B50,C4AC4,C4930
DC698,DC436,DC61C
C4C36,C49E9,C4AC6
DC527,DC523,DC4A0
C4AA2,C4BCA,C4B67
DC408,DC1B5,DC400
C49F5,C4AA8,C4B2B
DC538,DC346,DC34D
C4C14,C4C24,C4A1B
DC50C,DC40F,DC5A7
C48F7,C4AD0,C4CF4
DC967,DC8E3,DC88F
C4CA7,C4C26,C4A40
DC594,DC5BF,DC684
C4B1A,C4B60,C4C87
DC4EA,DC50C,DC4E6
C4C10,C4CB8,C4B77
DC552,DC5AA,DC652
C4B90,C4998,C48F6
DC4B6,DC719,DC54F
C4B09,C494D,C4B28
DC40F,DC51E,DC417
C482B,C4896,C496D
DC424,DC42A,DC6A1
C4952,C48F7,C4AED
DC3EB,DC4BB,DC532
C4A4D,C4967,C4926
DC437,DC563,DC5D1
C49F0,C4ACB,C48E0
DC45F,DC549,DC347
C4ADA,C4A58,C4BC6
DC3BE,DC45F,DC404
C4A64,C4800,C4943
DC28C,DC2C8,DC36A
C4B8E,C495D,C48D3
DC4DF,DC384,DC393
C497A,C4C22,C4847
DC292,DC115,DC2D7
C49B5,C48EC,C48F5
DC514,DC1E4,DC308
C46E2,C4721,C46CF
DC0F3,DBFED,DC0A4
C44C4,C46F9,C45FA
DC023,DC1CD,DC057
C46B6,C4787,C44C4
DC02E,DC285,DBFC1
C46D2,C4569,C4623
DBFD4,DC072,DBFF5
C4396,C45EA,C44C9
DBFAA,DC08F,DC02D
C4560,C43EF,C46ED
DBF76,DBFD8,DC253
C446E,C453F,C44C3
DC018,DC150,DC0B5
C4445,C44F8,C43A4
DC050,DC122,DBFCA
C45AC,C4570,C43CE
DBF48,DBEE1,DC024
C4443,C43A8,C4473
DBE70,DBE1F,DBFA2
C44DF,C45C3,C43CB
DBF43,DBEBF,DC0A9
C44E9,C44D1,C4474
DBF38,DC08C,DBF84
C4290,C4364,C43B5
DBED9,DC01A,DBEFC
C4515,C45DC,C4550
DC0CF,DBF79,DC031
C45BE,C4459,C4321
DC04E,DBF7F,DC05F
C4524,C4637,C4553
DC073,DC1C9,DC1AD
C47C2,C45C7,C477B
DC2D7,DC096,DC209
C46E0,C483B,C47D9
DC134,DC1C6,DC203
C46B8,C4688,C46E5
DBE60,DC03A,DC091
C4682,C43ED,C460C
DC13E,DC161,DC2B6
C47AA,C46A1,C4760
DC118,DBFF6,DC03F
C48C7,C48B2,C481D
DC242,DC115,DC11A
C4520,C4720,C45C9
DBF11,DC094,DC260
C45E4,C4511,C43F3
DBFEE,DC0CE,DBF0B
C455D,C4429,C453A
DBEDF,DC075,DBF54
C456D,C46C5,C45E5
DBF59,DBE3B,DBF52
C4639,C448E,C4772
